지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
108,서울,2017-03-11,50
108,서울,2017-03-12,64
108,서울,2017-03-13,55
108,서울,2017-03-14,48
108,서울,2017-03-15,37
108,서울,2017-03-16,56
108,서울,2017-03-17,63
108,서울,2017-03-18,63
108,서울,2017-03-19,60
108,서울,2017-03-20,78
108,서울,2017-03-21,77
108,서울,2017-03-22,46
108,서울,2017-03-23,64
108,서울,2017-03-24,51
108,서울,2017-03-25,52
108,서울,2017-03-26,50
108,서울,2017-03-27,63
108,서울,2017-03-28,65
108,서울,2017-03-29,48
108,서울,2017-03-30,57
108,서울,2017-03-31,46
108,서울,2017-04-01,20
108,서울,2017-04-02,41
108,서울,2017-04-03,63
108,서울,2017-04-04,59
108,서울,2017-04-05,38
108,서울,2017-04-06,24
108,서울,2017-04-07,29
108,서울,2017-04-08,50
108,서울,2017-04-09,33
108,서울,2017-04-10,25
108,서울,2017-04-11,56
108,서울,2017-04-12,67
108,서울,2017-04-13,67
108,서울,2017-04-14,50
108,서울,2017-04-15,56
108,서울,2017-04-16,51
108,서울,2017-04-17,38
108,서울,2017-04-19,80
108,서울,2017-04-20,81
108,서울,2017-04-21,66
108,서울,2017-04-22,58
108,서울,2017-04-23,45
108,서울,2017-04-24,42
108,서울,2017-04-25,46
108,서울,2017-04-26,44
108,서울,2017-04-27,47
108,서울,2017-04-28,59
108,서울,2017-04-29,58
108,서울,2017-04-30,82
108,서울,2017-05-01,81
108,서울,2017-05-02,88
108,서울,2017-05-03,64
108,서울,2017-05-04,59
108,서울,2017-05-05,51
108,서울,2017-05-06,199
108,서울,2017-05-07,90
108,서울,2017-05-08,169
108,서울,2017-05-09,124
108,서울,2017-05-10,37
108,서울,2017-05-11,65
108,서울,2017-05-12,64
108,서울,2017-05-14,53
108,서울,2017-05-15,43
108,서울,2017-05-16,33
108,서울,2017-05-17,34
108,서울,2017-05-18,45
108,서울,2017-05-19,43
108,서울,2017-05-20,34
108,서울,2017-05-21,29
108,서울,2017-05-22,35
108,서울,2017-05-23,30
108,서울,2017-05-24,24
108,서울,2017-05-25,35
108,서울,2017-05-26,25
108,서울,2017-05-27,30
108,서울,2017-05-28,40
108,서울,2017-05-29,60
108,서울,2017-05-30,45
108,서울,2017-05-31,33
108,서울,2017-06-01,34
108,서울,2017-06-02,27
108,서울,2017-06-03,31
108,서울,2017-06-04,27
108,서울,2017-06-05,26
108,서울,2017-06-06,18
108,서울,2017-06-07,15
108,서울,2017-06-08,35
108,서울,2017-06-09,53
108,서울,2017-06-10,42
108,서울,2017-06-11,28
108,서울,2017-06-12,27
108,서울,2017-06-13,31
108,서울,2017-06-14,41
108,서울,2017-06-15,46
108,서울,2017-06-16,59
108,서울,2017-06-17,46
108,서울,2017-06-18,40
108,서울,2017-06-19,47
108,서울,2017-06-20,44
108,서울,2017-06-21,49
108,서울,2017-06-22,35
108,서울,2017-06-23,40
108,서울,2017-06-24,35
108,서울,2017-06-25,31
108,서울,2017-06-27,24
108,서울,2017-06-29,42
108,서울,2017-06-30,45
108,서울,2017-07-01,36
108,서울,2017-07-02,22
108,서울,2017-07-04,28
108,서울,2017-07-05,40
108,서울,2017-07-06,47
108,서울,2017-07-07,13
108,서울,2017-07-08,23
108,서울,2017-07-11,39
108,서울,2017-07-12,41
108,서울,2017-07-13,44
108,서울,2017-07-14,40
108,서울,2017-07-15,17
108,서울,2017-07-17,18
108,서울,2017-07-18,23
108,서울,2017-07-19,34
108,서울,2017-07-20,46
108,서울,2017-07-21,51
108,서울,2017-07-22,48
108,서울,2017-07-24,28
108,서울,2017-07-25,26
108,서울,2017-07-26,16
108,서울,2017-07-27,27
108,서울,2017-07-28,25
108,서울,2017-07-29,13
108,서울,2017-07-30,20
108,서울,2017-07-31,20
108,서울,2017-08-01,22
108,서울,2017-08-02,33
108,서울,2017-08-03,23
108,서울,2017-08-04,23
108,서울,2017-08-05,27
108,서울,2017-08-06,23
108,서울,2017-08-07,28
108,서울,2017-08-08,39
108,서울,2017-08-09,30
108,서울,2017-08-10,7
108,서울,2017-08-12,10
108,서울,2017-08-13,8
108,서울,2017-08-14,7
108,서울,2017-08-17,13
108,서울,2017-08-18,24
108,서울,2017-08-19,22
108,서울,2017-08-20,10
108,서울,2017-08-21,11
108,서울,2017-08-24,16
108,서울,2017-08-25,25
108,서울,2017-08-26,23
108,서울,2017-08-27,22
108,서울,2017-08-28,24
108,서울,2017-08-29,16
108,서울,2017-08-30,25
108,서울,2017-08-31,33
108,서울,2017-09-01,21
108,서울,2017-09-02,26
108,서울,2017-09-03,31
108,서울,2017-09-04,28
108,서울,2017-09-05,24
108,서울,2017-09-06,24
108,서울,2017-09-07,35
108,서울,2017-09-08,46
108,서울,2017-09-09,53
108,서울,2017-09-10,46
108,서울,2017-09-13,24
108,서울,2017-09-14,29
108,서울,2017-09-15,15
108,서울,2017-09-16,10
108,서울,2017-09-17,10
108,서울,2017-09-18,20
108,서울,2017-09-19,60
108,서울,2017-09-21,27
108,서울,2017-09-22,30
108,서울,2017-09-23,53
108,서울,2017-09-24,59
108,서울,2017-09-25,42
108,서울,2017-09-26,44
108,서울,2017-09-27,38
108,서울,2017-09-28,22
108,서울,2017-09-29,22
108,서울,2017-09-30,36
108,서울,2017-10-01,31
108,서울,2017-10-02,19
108,서울,2017-10-03,37
108,서울,2017-10-04,22
108,서울,2017-10-05,13
108,서울,2017-10-06,13
108,서울,2017-10-08,18
108,서울,2017-10-09,23
108,서울,2017-10-10,28
108,서울,2017-10-11,10
108,서울,2017-10-12,22
108,서울,2017-10-13,26
108,서울,2017-10-14,20
108,서울,2017-10-15,21
108,서울,2017-10-16,30
108,서울,2017-10-17,36
108,서울,2017-10-19,16
108,서울,2017-10-20,31
108,서울,2017-10-21,37
108,서울,2017-10-22,24
108,서울,2017-10-23,23
108,서울,2017-10-24,32
108,서울,2017-10-25,36
108,서울,2017-10-26,48
108,서울,2017-10-27,53
108,서울,2017-10-28,42
108,서울,2017-10-29,64
108,서울,2017-10-30,37
108,서울,2017-10-31,34
108,서울,2017-11-01,34
108,서울,2017-11-02,41
108,서울,2017-11-03,34
108,서울,2017-11-04,49
108,서울,2017-11-05,38
108,서울,2017-11-06,31
108,서울,2017-11-07,39
108,서울,2017-11-08,53
108,서울,2017-11-09,47
108,서울,2017-11-10,37
108,서울,2017-11-11,72
108,서울,2017-11-12,28
108,서울,2017-11-13,33
108,서울,2017-11-14,43
108,서울,2017-11-15,23
108,서울,2017-11-16,21
108,서울,2017-11-17,33
108,서울,2017-11-18,36
108,서울,2017-11-19,23
108,서울,2017-11-20,31
108,서울,2017-11-21,39
108,서울,2017-11-22,53
108,서울,2017-11-23,21
108,서울,2017-11-24,17
108,서울,2017-11-26,25
108,서울,2017-11-27,38
108,서울,2017-11-28,55
108,서울,2017-11-29,49
108,서울,2017-11-30,22
108,서울,2017-12-01,22
108,서울,2017-12-02,31
108,서울,2017-12-03,38
108,서울,2017-12-04,32
108,서울,2017-12-06,25
108,서울,2017-12-07,33
108,서울,2017-12-08,28
108,서울,2017-12-09,33
108,서울,2017-12-10,29
108,서울,2017-12-11,49
108,서울,2017-12-17,36
108,서울,2017-12-18,49
108,서울,2017-12-19,39
108,서울,2017-12-21,41
108,서울,2017-12-22,46
108,서울,2017-12-23,92
108,서울,2017-12-24,65
108,서울,2017-12-25,27
108,서울,2017-12-26,24
108,서울,2017-12-27,27
108,서울,2017-12-28,41
108,서울,2017-12-29,80
108,서울,2017-12-30,101
108,서울,2017-12-31,49
