지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
108,서울,2019-04-21,32
108,서울,2019-04-22,75
108,서울,2019-04-23,69
108,서울,2019-04-24,53
108,서울,2019-04-25,33
108,서울,2019-04-26,16
108,서울,2019-04-27,17
108,서울,2019-04-28,18
108,서울,2019-04-30,33
108,서울,2019-05-01,42
108,서울,2019-05-02,41
108,서울,2019-05-03,62
108,서울,2019-05-04,91
108,서울,2019-05-05,74
108,서울,2019-05-06,35
108,서울,2019-05-07,44
108,서울,2019-05-08,46
108,서울,2019-05-09,46
108,서울,2019-05-10,58
108,서울,2019-05-11,55
108,서울,2019-05-12,53
108,서울,2019-05-13,54
108,서울,2019-05-14,40
108,서울,2019-05-15,59
108,서울,2019-05-16,57
108,서울,2019-05-17,49
108,서울,2019-05-18,28
108,서울,2019-05-19,21
108,서울,2019-05-20,23
108,서울,2019-05-21,38
108,서울,2019-05-22,43
108,서울,2019-05-23,63
108,서울,2019-05-24,66
108,서울,2019-05-25,65
108,서울,2019-05-26,33
108,서울,2019-05-27,23
108,서울,2019-05-28,16
108,서울,2019-05-29,33
108,서울,2019-05-30,35
108,서울,2019-05-31,18
108,서울,2019-06-01,31
108,서울,2019-06-02,29
108,서울,2019-06-03,29
108,서울,2019-06-04,32
108,서울,2019-06-05,43
108,서울,2019-06-06,45
108,서울,2019-06-07,12
108,서울,2019-06-08,22
108,서울,2019-06-09,34
108,서울,2019-06-12,22
108,서울,2019-06-13,24
108,서울,2019-06-14,26
108,서울,2019-06-15,24
108,서울,2019-06-16,15
108,서울,2019-06-17,22
108,서울,2019-06-18,33
108,서울,2019-06-19,28
108,서울,2019-06-20,24
108,서울,2019-06-21,23
108,서울,2019-06-22,10
108,서울,2019-06-24,20
108,서울,2019-06-25,32
108,서울,2019-06-26,28
108,서울,2019-06-28,40
108,서울,2019-06-29,28
108,서울,2019-06-30,34
108,서울,2019-07-01,30
108,서울,2019-07-02,28
108,서울,2019-07-03,29
108,서울,2019-07-04,26
108,서울,2019-07-05,29
108,서울,2019-07-06,28
108,서울,2019-07-07,15
108,서울,2019-07-08,17
108,서울,2019-07-09,13
108,서울,2019-07-10,13
108,서울,2019-07-11,8
108,서울,2019-07-12,15
108,서울,2019-07-13,32
108,서울,2019-07-14,41
108,서울,2019-07-15,39
108,서울,2019-07-16,32
108,서울,2019-07-17,54
108,서울,2019-07-18,61
108,서울,2019-07-19,33
108,서울,2019-07-20,11
108,서울,2019-07-21,18
108,서울,2019-07-22,41
108,서울,2019-07-23,22
108,서울,2019-07-24,22
108,서울,2019-07-25,26
108,서울,2019-07-27,22
108,서울,2019-07-29,14
108,서울,2019-07-30,18
108,서울,2019-08-02,20
108,서울,2019-08-03,17
108,서울,2019-08-04,29
108,서울,2019-08-05,37
108,서울,2019-08-06,25
108,서울,2019-08-07,21
108,서울,2019-08-08,40
108,서울,2019-08-09,26
108,서울,2019-08-10,27
108,서울,2019-08-11,21
108,서울,2019-08-12,21
108,서울,2019-08-13,27
108,서울,2019-08-14,18
108,서울,2019-08-15,10
108,서울,2019-08-16,17
108,서울,2019-08-17,28
108,서울,2019-08-18,24
108,서울,2019-08-19,24
108,서울,2019-08-20,28
108,서울,2019-08-21,35
108,서울,2019-08-22,38
108,서울,2019-08-23,30
108,서울,2019-08-24,22
108,서울,2019-08-25,19
108,서울,2019-08-26,27
108,서울,2019-08-27,29
108,서울,2019-09-03,25
108,서울,2019-09-04,9
108,서울,2019-09-06,19
108,서울,2019-09-07,11
108,서울,2019-09-08,35
108,서울,2019-09-09,35
108,서울,2019-09-10,20
108,서울,2019-09-11,16
108,서울,2019-09-12,30
108,서울,2019-09-13,19
108,서울,2019-09-14,23
108,서울,2019-09-15,18
108,서울,2019-09-16,13
108,서울,2019-09-17,18
108,서울,2019-09-18,25
108,서울,2019-09-19,19
108,서울,2019-09-20,19
108,서울,2019-09-24,21
108,서울,2019-09-25,30
108,서울,2019-09-26,28
108,서울,2019-09-27,20
108,서울,2019-09-28,28
108,서울,2019-09-29,39
108,서울,2019-09-30,52
108,서울,2019-10-01,44
108,서울,2019-10-02,23
108,서울,2019-10-03,10
108,서울,2019-10-04,29
108,서울,2019-10-05,35
108,서울,2019-10-06,12
108,서울,2019-10-07,14
108,서울,2019-10-10,28
108,서울,2019-10-11,30
108,서울,2019-10-12,21
108,서울,2019-10-13,16
108,서울,2019-10-14,28
108,서울,2019-10-16,26
108,서울,2019-10-17,25
108,서울,2019-10-18,17
108,서울,2019-10-19,20
108,서울,2019-10-20,35
108,서울,2019-10-21,39
108,서울,2019-10-22,35
108,서울,2019-10-23,21
108,서울,2019-10-24,22
108,서울,2019-10-25,20
108,서울,2019-10-26,22
108,서울,2019-10-27,24
108,서울,2019-10-28,31
108,서울,2019-10-29,51
108,서울,2019-10-30,23
108,서울,2019-10-31,52
108,서울,2019-11-02,68
108,서울,2019-11-03,49
108,서울,2019-11-04,16
108,서울,2019-11-05,33
108,서울,2019-11-06,49
108,서울,2019-11-07,45
108,서울,2019-11-09,46
108,서울,2019-11-10,47
108,서울,2019-11-11,29
108,서울,2019-11-12,45
108,서울,2019-11-13,40
108,서울,2019-11-14,20
108,서울,2019-11-16,41
108,서울,2019-11-17,30
108,서울,2019-11-18,63
108,서울,2019-11-19,28
108,서울,2019-11-20,25
108,서울,2019-11-21,40
108,서울,2019-11-22,43
108,서울,2019-11-23,30
108,서울,2019-11-24,34
108,서울,2019-11-25,29
108,서울,2019-11-26,29
108,서울,2019-11-27,44
108,서울,2019-11-28,44
108,서울,2019-11-29,49
108,서울,2019-12-01,49
108,서울,2019-12-02,24
108,서울,2019-12-03,31
108,서울,2019-12-04,31
108,서울,2019-12-05,27
108,서울,2019-12-06,34
108,서울,2019-12-07,60
108,서울,2019-12-08,63
108,서울,2019-12-09,78
108,서울,2019-12-10,120
108,서울,2019-12-11,79
108,서울,2019-12-12,25
108,서울,2019-12-13,30
108,서울,2019-12-14,46
108,서울,2019-12-15,40
108,서울,2019-12-16,38
108,서울,2019-12-17,36
108,서울,2019-12-18,42
108,서울,2019-12-19,31
108,서울,2019-12-20,33
108,서울,2019-12-21,44
108,서울,2019-12-22,67
108,서울,2019-12-23,61
108,서울,2019-12-24,80
108,서울,2019-12-25,58
108,서울,2019-12-26,52
108,서울,2019-12-27,37
108,서울,2019-12-28,47
108,서울,2019-12-29,47
108,서울,2019-12-30,43
108,서울,2019-12-31,31
